County,Organisation,Project Title,Amount Sought,Organisation Type ,Sport Type,Grant Category
Kilkenny,Emeralds G.A.A.,2023 Emeralds GAA facilities upgrade,"?198,338",Sports Club,Gaelic Games,Local
Kilkenny,Evergreen FC,"Changing Rooms,Female Facilities & Accessible WCs","?200,000",Sports Club,Soccer,Local
Kilkenny,Ferrybank AFC,Provide 4 Alum Team Shelters (Dugouts),"?19,000",Sports Club,Soccer,Local
Kilkenny,Fort Rangers F.C,Fort Rangers F.C Development plan 2023-2025,"?9,580",Sports Club,Soccer,Local
Kilkenny,Freebooters AFC,"Female dressing rooms, toilets, wheelchair access","?199,500",Sports Club,Soccer,Local
Kilkenny,Freshford Squash Club,Freshford Squash Club and Gym Equipment,"?15,695",Community Group,Squash,Local
Kilkenny,Freshford Town Soccer Club Company Ltd,Freshford Town AFC Regeneration Project,"?180,471",Sports Club,Soccer,Local
Kilkenny,GALMOY GAA,Changing rooms/Gym facility at Galmoy Pavillion,"?200,000",Sports Club,Multi-sport,Local
Kilkenny,Gowran Pitch and Putt Club,MACHINERY MAINTENANCE EQUIPMENT,"?4,749",Sports Club,Pitch and Putt,Local
Kilkenny,Graiguenamanagh Boat Club,Graiguenamanagh Rowing Club 2023,"?91,760",Sports Club,Rowing,Local
Kilkenny,Graiguenamanagh Canoe Club,Trailer - Kayaks - Stand up paddle boards,"?22,716",Community Group,Canoeing / Kayaking,Local
Kilkenny,GRENNAN COLLEGE LEISURE TRUST,GC Leisure Trust - equipment & maintenance,"?70,000",Sports Centre,Multi-sport,Local
Kilkenny,Highview Athletic Football Club,Installation of 2 x player dugouts,"?6,000",Sports Club,Soccer,Local
Kilkenny,Inistioge show society,Timing systems & displays for 3 arenas,"?12,413",Special Interest Group,Equestrian Sports,Local
Kilkenny,Irish Pony Club,IPC updating of safety & event equipment.,"?42,514",Sports Club,Equestrian Sports,Local
Kilkenny,James Stephens GAA Club,Equipment & Development Grant application 2023,"?51,836",Sports Club,Gaelic Games,Local
Kilkenny,John Lockes,Enhancing of facilities and upgrading of equipment,"?91,276",Sports Club,Gaelic Games,Local
Kilkenny,John Lockes Ladies Gaelic Football,Sports Equipment for John Lockes LGFA,"?4,552",Sports Club,Ladies Gaelic Football,Local
Kilkenny,Johnstown Sportsfield CLG,Johnstown Sportsfield Development,"?200,000",Community Group,Multi-sport,Local
Kilkenny,Kilkenny and Carlow ETB,Grennan College Multi Sport Synthetic Area,"?200,000",Education & Training Board,Multi-sport,Local
Kilkenny,Kilkenny Aqua Canoe Club,KACC Sports Capital Grant 2023,"?21,458",Sports Club,Canoeing / Kayaking,Local
Kilkenny,KILKENNY COUNTY COUNCIL,2023 Swimming Pool Enhancement / Refurbishments,"?500,000",Local Authority - Town Council - Borough Council,Multi-sport,Non-Local
Kilkenny,KILKENNY COUNTY COUNCIL,"2023 Kilkenny Countryside Park - Dunmore, Co. Kilkenny","?31,280",Local Authority - Town Council - Borough Council,Multi-sport,Local
Kilkenny,KILKENNY COUNTY COUNCIL,2023 Garrincreen Amenity Area Refurbishment,"?33,769",Local Authority - Town Council - Borough Council,Multi-sport,Local
Kilkenny,KILKENNY COUNTY COUNCIL,2023 Ballyragget Recreational Amenity Area,"?28,053",Local Authority - Town Council - Borough Council,Multi-sport,Local
Kilkenny,KILKENNY COUNTY COUNCIL,2023 To upgrade the existing Outdoor Basketball court,"?54,700",Local Authority - Town Council - Borough Council,Multi-sport,Local
Kilkenny,KILKENNY COUNTY COUNCIL,2023 Community and Inclusive Cycling Initiative,"?43,337",Local Authority - Town Council - Borough Council,Multi-sport,Local
Kilkenny,Kilkenny Cricket Club,2023 - Develop the Ground & Club Facilities at KKCC,"?83,100",Sports Club,Cricket,Local
Kilkenny,Kilkenny Golf Club,Develop a Full Practice Hub Facility,"?168,000",Sports Club,Golf,Local
Kilkenny,Kilkenny Ladies Football Association,Sports equipment for development,"?24,243",Sports Club,Ladies Gaelic Football,Local
Kilkenny,Kilkenny Lawn Tennis Club,"Upgrade of 6 Tennis Courts , fencing and gates .","?195,906",Sports Club,Tennis,Local
Kilkenny,Kilkenny Rugby Football Club,"Install Solar Panels, fire doors & equipment.","?160,000",Sports Club,Rugby,Local
Kilkenny,Kilmacow Community Sports Complex Limited,Upgrade Walking/Jogging Track for All Community,"?183,089",Sports Centre,Multi-sport,Local
Kilkenny,Kilmacow Football Club,Facilities Development and Improvement Plan,"?25,000",Sports Club,Soccer,Local
Kilkenny,Kingsriver Community Holdings,Kingsriver Community Fitness Studio,"?199,500",Disability Group,Multi-sport,Local
Kilkenny,Mooncoin Celtic Football Club,Astro turf surfaced training area.,"?192,263",Sports Club,Soccer,Local
Kilkenny,muckalee Gaelic Football Club,2023 - gym equipment and new mower,"?70,000",Sports Club,Gaelic Games,Local
Kilkenny,Mullinavat GAA Club,Mullinavat GAA Grounds Development Phase 2,"?190,646",Sports Club,Gaelic Games,Local
Kilkenny,New Ross Golf Club,Indoor Coaching facility & Accessibility Project,"?121,846",Sports Club,Golf,Local
Kilkenny,Nore Dragon Paddlers,Equipment NoreDragon Paddlers BCSurvivors,"?5,229",Sports Club,Canoeing / Kayaking,Local
Kilkenny,Nuenna Athletics Club,Nuenna AC Equipment,"?6,749",Sports Club,Athletics,Local
Kilkenny,O'Loughlin Gaels GAA Club,"2023 - Dressing rooms, Astro Pitch, Hurling Wall, Fencing","?150,000",Sports Club,Gaelic Games,Local
Kilkenny,Paulstown Development Association,Paulstown Development Association 2023 Upgrades,"?76,175",Community Group,Camogie,Local
Kilkenny,Piltown A.F.C. Limited,ECO friendly Electric grass pitch mower,"?29,919",Sports Club,Soccer,Local
Kilkenny,Piltown Gaa club,Redevelopment of GAA field and surrounding walkway,"?200,000",Sports Club,Gaelic Games,Local
Kilkenny,Shamrocks Camogie Club,Sports equipment Application 2023,"?60,651",Sports Club,Camogie,Local
Kilkenny,Slieverue GAA Club,Clubhouse Phase 1,"?150,000",Sports Club,Gaelic Games,Local
Kilkenny,SOS Kilkenny CLG,SOS Kilkenny Lawn Bowling Club,"?146,947",Disability Group,Multi-sport,Local
Kilkenny,St Lachtains Gaa Club,Upgrading of Existing Facilities,"?108,395",Sports Club,Gaelic Games,Local
Kilkenny,St. Martin's Gaa Club [KILKENNY],St. Martin?s Gaa Dressing rooms improvement,"?95,000",Sports Club,Gaelic Games,Local
Kilkenny,St. Patrick's (Ballyragget) GAA Club,Floodlighting Upgrade Works,"?32,987",Sports Club,Gaelic Games,Local
Kilkenny,Stoneyford Development Association,Upgrade to floodlighting and walking/running track,"?147,347",Community Group,Multi-sport,Local
Kilkenny,Stoneyford Football Club,Sports equipment and maintenance project,"?40,459",Sports Club,Soccer,Local
Kilkenny,Thomastown Camogie Club,Thomastown Camogie Club - Sports equipment,"?56,783",Sports Club,Camogie,Local
Kilkenny,Thomastown GAA Club,Playing and Training Equipment,"?7,649",Sports Club,Gaelic Games,Local
Kilkenny,THOMASTOWN PADDLERS CLG,Thomastown Paddlers Canoe Club - Boat Purchase,"?7,735",Sports Club,Canoeing / Kayaking,Local
Kilkenny,Thomastown United A.F.C. Limited,2023 - Refurbishment of surface and lighting of pitches,"?80,000",Sports Club,Soccer,Local
Kilkenny,Tullogher Rosbercon GAA Club,Tullogher Rosbercon Walkway & Disability Access,"?106,689",Sports Club,Gaelic Games,Local
Kilkenny,Twilight Community Group CLG,An 'Access for All' Hub,"?12,000",Youth Club,Multi-sport,Local
Kilkenny,Waterford Golf Club Ltd,Irrigation System to improve water usage,"?192,000",Sports Club,Golf,Local
Kilkenny,Windgap GAA Club,"Disabled acess, refurbish gym and boiler","?65,564",Sports Club,Gaelic Games,Local
Kilkenny,Young Irelands GAA Club [KILKENNY],Final Phase Sport & Inclusive Community Facilities,"?197,000",Sports Club,Gaelic Games,Local
Laois,1st Laois Portlaoise Scout Group,Energy Improvements & add disabled toilet to Den,"?39,248",Scout Group,Multi-sport,Local
Laois,Abbeyleix AFC,Equipment for brand New Pitch,"?13,722",Sports Club,Soccer,Local
Laois,Abbeyleix Park Development Committee,Renovation of Community Astro Pitch,"?61,946",Sports Centre,Multi-sport,Local
Laois,Abbeyleix Tennis Club,Upgrade of courts 4 & 5 plus purchase of equipment,"?48,200",Sports Club,Tennis,Local
Laois,Annanough CLG,"Equipment, Gym Upgrade & Dressing Room Refurb.","?77,888",Sports Club,Gaelic Games,Local
Laois,Arlington AFC,ArlingtonAFC Sports Capital grant application 23,"?43,120",Sports Club,Soccer,Local
Laois,Ballinakill Community Development Association CLG,Ballinakill Outdoor SwimmingPool Equipment Upgrade,"?64,247",Community Group,Community Games,Local
Laois,Ballinakill GAA,Ballinakill GAA - Grounds equipment improvement,"?37,179",Sports Club,Gaelic Games,Local
Laois,Ballyfin GAA Club,Female Inclusion Programme,"?160,000",Sports Club,Gaelic Games,Local
Laois,Ballylinan GAA Club,LED Flood Lighting Project,"?200,000",Sports Club,Gaelic Games,Local
Laois,Banr�on Gaels Camogie Club,Banrion Gaels Camogie Club Equipment,"?69,180",Sports Club,Camogie,Local
Laois,Barrowhouse GAA club,Barrowhouse GAA,"?5,500",Sports Club,Gaelic Games,Local
Laois,Borris in Ossory GAA,Renovation and extension of existing clubhouse,"?192,050",Sports Club,Gaelic Games,Local
Laois,Camross GAA Club,Camross GAA Renewable Upgrade (Solar PV & Lights),"?183,302",Sports Club,Gaelic Games,Local
Laois,Castletown Community Sports Field Development Fund,Sports Equipment for Castletown Sports Field,"?9,355",Community Group,Multi-sport,Local
Laois,Clonad GAA Club,Auto Mower for Playing Pitches,"?33,890",Sports Club,Gaelic Games,Local
Laois,Clonaslee St. Manmans GAA,Upgrade of Clonaslee St Manmans GAA Club Grounds,"?187,000",Sports Club,Gaelic Games,Local
Laois,Clonin Sportsfield Committee,Grass Pitch Upgrade and Redevelopment,"?40,729",Community Group,Multi-sport,Local
Laois,Clough-Ballacolla GAA Club,Construction of new dressing room building,"?199,095",Sports Club,Gaelic Games,Local
Laois,Courtwood GAA,COILL NA C�IRTE / LE CH�ILE 2023,"?171,900",Sports Club,Gaelic Games,Local
Laois,Crettyard United Soccer Club,Crettyard United AFC.,"?29,916",Sports Club,Soccer,Local
Laois,Emo GAA,Pitch Floodlights and Practice Ball Wall,"?166,067",Sports Club,Gaelic Games,Local
Laois,Errill Vision Group CLG,Sports Euipment for Community Hall,"?30,450",Community Group,Multi-sport,Local
Laois,Grange United FC,Football Pitch Mower,"?5,500",Sports Club,Soccer,Local
Laois,Harps GAA Club,Sustainable Development of club facilities,"?139,002",Sports Club,Gaelic Games,Local
Laois,Hawthorn Community Development Association,"Changing Room, Shower and Toilets Upgrade","?69,270",Community Group,Multi-sport,Local
Laois,Heath GAA,"Playing Surface, Floodlights & Perimeter Fencing","?200,000",Sports Club,Gaelic Games,Local
Laois,Kilcavan Gaa,Robot pitch mowing system,"?26,445",Sports Club,Gaelic Games,Local
Laois,Kilcotton GAA,Upgrading Club Facilities and Sustainability,"?193,720",Sports Club,Gaelic Games,Local
Laois,Kildare & Leighlin Diocesan Trust,"Arles NS. MUGA&Fencing, LED Flood Lighting, Basketball Court","?134,745",Diocesan Trust,Multi-sport,Local
Laois,Kildare & Leighlin Diocesan Trust,Scoil Ph�draig Running Track,"?131,209",Diocesan Trust,Multi-sport,Local
Laois,Killeen Community Hall,Killeen Community Hall Astro Pitch,"?65,000",Community Group,Basketball,Local
Laois,Killeshin AFC,Club Development Plan,"?198,997",Sports Club,Soccer,Local
Laois,Killeshin GFC,Old Pitch 2023/24 project,"?105,000",Sports Club,Gaelic Games,Local
Laois,Kyle G.A.A,Ball Wall Synthetic Grass Area,"?188,602",Sports Club,Gaelic Games,Local
Laois,Laois and Offaly ETB,Portlaoise College - Tartan/Synthetic Track - Portlaoise College,"?487,055",Education & Training Board,Multi-sport,Non-Local
Laois,Laois Archery,To further expand capacity,"?16,673",Sports Club,Archery,Local
Laois,Laois Camogie,Laois Camogie Sports Equipment Grant Application,"?2,500",Sports Club,Camogie,Local
Laois,LAOIS COUNTY COUNCIL,Portlaoise Pool Moveable Floor Replacement & Associated Works,"?216,278",Local Authority - Town Council - Borough Council,Multi-sport,Non-Local
Laois,LAOIS COUNTY COUNCIL,2023 Pool Structural Repairs & Accessibility Works,"?117,533",Local Authority - Town Council - Borough Council,Multi-sport,Local
Laois,Laois Hockey Club,Creating a culture of hockey in Co. Laois.,"?65,807",Sports Club,Hockey,Local
Laois,Laois Sports Partnership Ltd,Equipment for Inclusion & Diversity,"?20,590",Local Sports Partnership,Multi-sport,Local
Laois,Lions AFC,Durrow Lions AFC Pitch Development,"?200,000",Sports Club,Soccer,Local
Laois,Mountmellick Community Sports Complex Ltd,Replacement of existing boiler,"?30,180",Sports Centre,Soccer,Local
Laois,Mountmellick Tennis Club,Mountmellick Tennis Club Upgrade,"?36,527",Sports Club,Tennis,Local
Laois,Mountmellick United FC,Facilities Upgrade & grounds development,"?108,457",Sports Club,Soccer,Local
Laois,Mountrath Golf Club,Fairway Mower,"?24,000",Sports Club,Golf,Local
Laois,O'Dempsey's GFC,"Pitch Drainage, Walking Track & Fitness Studio","?199,789",Sports Club,Gaelic Games,Local
Laois,Park Ratheniska GAA,Upgrade Pitch Lights & Astro BallWall Surface,"?200,000",Sports Club,Gaelic Games,Local
Laois,Piranha Swim Club,Swimming equipment For Piranha swimming club,"?19,306",Sports Club,Swimming,Local
Laois,Portarlington GAA Club,Equity in Action: Sustainable Sports for All,"?200,000",Sports Club,Gaelic Games,Local
Laois,Portarlington Lawn Tennis Club,Replacement of Carpet Posts and nets on 4 courts,"?78,483",Sports Club,Tennis,Local
Laois,Portarlington Rugby Football Club Ltd,LED Pitch Floodlighting and associated works,"?149,692",Sports Club,Rugby,Local
Laois,Portlaoise Badminton Club,sports badminton equipment,"?5,700",Sports Club,Badminton,Local
Laois,Portlaoise GAA,Development of sports ball wall and nursery area,"?200,000",Sports Club,Gaelic Games,Local
Laois,Portlaoise Golf Club,To purchase battery powered Robotic Auto-mowers,"?110,000",Sports Club,Golf,Local
Laois,Portlaoise Rugby Football Club,LED Floodlights,"?170,000",Sports Club,Rugby,Local
Laois,Portlaoise Soccer Club,"Astro pitch, floodlights & Fencing","?500,000",Sports Club,Soccer,Non-Local
Laois,Rathdowney Ball Alley Club,Rathdowney Ball alley club- Ball stopper / net,"?1,659",Sports Club,Raquetball,Local
Laois,Rathdowney GAA,Walking/Jogging Track,"?33,306",Sports Club,Gaelic Games,Local
Laois,Rosenallis GAA,"Clubrooms with toilets, dressing rooms and gym.","?200,000",Sports Club,Gaelic Games,Local
Laois,Scoil Eoin Phoil Naofa II,"Pitch Drainage & alterations ,ballstops,goalposts","?68,031",School (primary or second level),Gaelic Games,Local
Laois,Shanahoe GAA Club,Shanahoe GAA Facilities redevelopment.,"?198,574",Sports Club,Gaelic Games,Local
Laois,Slieve Bloom GAA,"Ball Wall, Artificial Grass, Floodlight & Fencing","?165,000",Sports Club,Gaelic Games,Local
Laois,Spink Community Development Association Ltd,Spink Community Pitch and walking track lighting,"?184,429",Community Group,Gaelic Games,Local
Laois,St Aengus Football Club,Artificial playing surface development,"?125,200",Sports Club,Soccer,Local
Laois,St Conleths L.G.F.C.,To purchase football training equipment.,"?2,820",Sports Club,Gaelic Games,Local
Laois,St Fintans GAA Club Mountrath,LED Flood Lighting System,"?200,000",Sports Club,Gaelic Games,Local
Laois,St Joseph's GAA Club,Milltown Pitch Development Phase 2,"?83,020",Sports Club,Gaelic Games,Local
Laois,The Heath Golf Club,Greens Aerator and Driving Range Ball Stop Netting,"?119,717",Sports Club,Golf,Local
Laois,The Rock GAA Club,"Ball wall, roof repairs and gym upgrade","?84,340",Sports Club,Gaelic Games,Local
Laois,Timahoe GAA Club,"New mower, upgrade of surface/lighting/goal","?67,578",Sports Club,Gaelic Games,Local
Laois,Trumera GAA,Trumera GAA walking/jogging track,"?45,000",Sports Club,Gaelic Games,Local
Laois,Wolfhill Athletic Football Club,Wolfhill Athletic Equipment,?905,Sports Club,Soccer,Local
Laois,Woodenbridge Paddlers Association,Purchase of Equipment,"?5,082",Sports Club,Canoeing / Kayaking,Local
Leitrim,Allen Gaels GAA Club,Development of an Artificial Playing surface,"?200,000",Sports Club,Gaelic Games,Local
Leitrim,Annaduff GAA,Annaduff GAA Redevelopment of Main Playing Field,"?159,838",Sports Club,Gaelic Games,Local
Leitrim,Aughavas Parish Improvements Scheme,Purchase of a ride on mower and power washer,"?6,000",Community Group,Multi-sport,Local
Leitrim,Aughawillan GAA Club,Training Pitch Upgrade,"?18,277",Sports Club,Gaelic Games,Local
Leitrim,Ballinaglera GAA Club,Perimeter Fencing & Solar Panels Ballinaglera GAA,"?70,000",Sports Club,Gaelic Games,Local
Leitrim,Ballinamore Golf Club,Robotic Electric Mower and CCTV,"?40,027",Sports Club,Golf,Local
Leitrim,Beepark Resource Centre,Bee Park Community Sports Hub Sports Equipment,"?17,930",Community Group,Multi-sport,Local
Leitrim,Bornacoola GAA,Playing Surfaces and Drainage Improvement Works.,"?200,000",Sports Club,Gaelic Games,Local
Leitrim,Carrick Camogie Club,Carrick Camogie Club - Camogie Equipment,"?4,785",Sports Club,Camogie,Local
Leitrim,Carrick on Shannon Rowing Club,Carrick Rowing: Equipment to meet growing numbers,"?78,916",Sports Club,Rowing,Local
Leitrim,Carrick-on-Shannon Lawn Tennis Club,"Changing, shower and toilet facilities","?183,600",Sports Club,Tennis,Local
Leitrim,Carrigallen GFC,Carrigallen GAA Park Development,"?199,094",Sports Club,Gaelic Games,Local
Leitrim,Coiste Chontae Liatroma C.L.G,Sean Mac Diarmada pitch surface upgrade project,"?315,443",Sports Club,Gaelic Games,Non-Local
Leitrim,Dromahair Arts & Recreation Centre,Upgrade of Community Football Field,"?200,000",Community Group,Multi-sport,Local
Leitrim,Dromahair Football Club,SC Equipment Grant Application for Dromahair FC,"?5,997",Sports Club,Soccer,Local
Leitrim,drumkeerin handball sport and leisure ltd,Upgrade Gym Equipment,"?35,000",Community Group,Handball,Local
Leitrim,Drumreilly GAA Club,Drumreilly GAA Pitch Flood Lighting,"?115,926",Sports Club,Gaelic Games,Local
Leitrim,Drumstrand Community Partnership Co Ltd,Mayflower Astro Turf Refurbishment,"?66,500",Special Interest Group,Canoeing / Kayaking,Local
Leitrim,Eslin GAA,"security fencing, lighting clubhouse refurbishment","?182,487",Sports Club,Gaelic Games,Local
Leitrim,Fenagh St Caillins GAA,Refurbished Dressing Rooms & New Facilities.,"?200,000",Sports Club,Gaelic Games,Local
Leitrim,Glencar-Manorhamilton GAA Club,Gym Equipment storage shed misc. equipment,"?126,276",Sports Club,Gaelic Games,Local
Leitrim,Gortletteragh GAA Club,Flood Lighting to 1No Pitch of 2 No Dug Outs.,"?150,280",Sports Club,Gaelic Games,Local
Leitrim,Kiltubrid GAA,2023- Replace existing floodlight bulbs with LED,"?171,274",Sports Club,Gaelic Games,Local
Leitrim,LEITRIM COUNTY COUNCIL,2023 Lough Rinn Rowing Centre,"?347,792",Local Authority - Town Council - Borough Council,Multi-sport,Non-Local
Leitrim,LEITRIM COUNTY COUNCIL,2023 Leitrim Sports Partnership(LSP) Sports Equipment,"?20,268",Local Authority - Town Council - Borough Council,Multi-sport,Local
Leitrim,Lough Rynn Kayaking Club,Kayaks and Safety Equipment,"?18,366",Sports Club,Canoeing / Kayaking,Local
Leitrim,Manorhamilton Community Tennis,LED Flood Lighting,"?30,032",Sports Club,Tennis,Local
Leitrim,Manorhamilton Rangers Football Club Limited,Refurbisment of astroturf playing surface.,"?79,833",Sports Club,Soccer,Local
Leitrim,Mohill GAA,Pitch Refurbishment and Outdoor Exercise Area,"?200,000",Sports Club,Gaelic Games,Local
Leitrim,Newtowngore Gun Club,Newtowngore Gun Club development works,"?43,500",Sports Club,Clay Pigeon Shooting,Local
Leitrim,Sean O'Heslins GAA,Development of a synthetic surface training area.,"?200,000",Sports Club,Gaelic Games,Local
Leitrim,Shannonside Regional recreational Campus,Shannonside Recreational Campus Astro Turf Pitch,"?475,000",Community Group,Multi-sport,Non-Local
Leitrim,St Mary's GAA Club Kiltoghert,St. Mary's Kiltoghert Clubhouse Development,"?200,000",Sports Club,Gaelic Games,Local
Leitrim,Trident Swim Club,Swim Training Equipment,"?8,214",Sports Club,Swimming,Local
Limerick,14th Limerick Murroe Boher Scout Group,Equipment for outdoor scouting activities.,"?5,687",Scout Group,Multi-sport,Local
Limerick,34th Limerick Pallaskenry Scout Group,Storage and transport of group equipment,"?8,892",Scout Group,Multi-sport,Local
Limerick,Abbeyfeale Community Leisure CLG,Multi Use Games Area,"?69,926",Community Group,Multi-sport,Local
Limerick,Abbeyfeale United FC,"Artificial pitch, LED upgrade, robotic mower.","?200,000",Sports Club,Soccer,Local
Limerick,Adare GAA,"Install ball wall, astro turf & pitch dugouts","?156,840",Sports Club,Gaelic Games,Local
Limerick,Adare Recreation & Community Complex (ARCC),Phase 4 Capital Projects application,"?500,000",Community Group,Multi-sport,Non-Local
Limerick,Adare United A.F.C.,Deerpark Facility and Pitch upgrade,"?98,085",Sports Club,Soccer,Local
Limerick,Ahane GAA Club,Level and drain main sports field.,"?200,000",Sports Club,Gaelic Games,Local
Limerick,Aisling Annacotty AFC,Upgrade existing Floodlighting to LED,"?73,071",Sports Club,Soccer,Local
Limerick,Anglesborough N.S.,"Astroturf, Ballstop netting, Fencing, & Lights","?200,000",School (primary or second level),Multi-sport,Local
Limerick,ARDAGH DISTRICT RECREATIONAL & SPORTING COMPANY LTD,Sports & Maintenance equipment,"?27,987",Community Group,Community Games,Local
Limerick,Askeaton Ballysteen Tennis Club,Lighting/Fencing/Singles Court,"?128,783",Sports Club,Tennis,Local
Limerick,Athea GAA Club,Goalposts & Ball-stop equipment,"?102,431",Sports Club,Gaelic Games,Local
Limerick,Athlunkard Boat Club,"Athlunkard Boat Club , Boats & Oars and Trailer","?91,229",Sports Club,Rowing,Local
Limerick,Ballingarry AFC,Conversion of existing grass pitch to full Astro.,"?200,000",Sports Club,Soccer,Local
Limerick,Bally Rovers FC,Grass Pitch Upgrade Project,"?9,954",Sports Club,Soccer,Local
Limerick,Ballybrown GAA Club,Ballybrown GAA Development plan phase 2,"?200,000",Sports Club,Gaelic Games,Local
Limerick,Ballylanders A.F.C.,Upgrade to equipment and facilities,"?28,467",Sports Club,Soccer,Local
Limerick,Ballylanders GAA,Ballylanders GAA - Stage 2 - LED Pitch Lighting,"?192,000",Sports Club,Gaelic Games,Local
Limerick,Ballyneety Golf Club,Ballyneety GC Bunker Modernisation programme,"?200,000",Sports Club,Golf,Local
Limerick,Ballysteen AFC,Upgrade to Ballysteen AFC facilities,"?7,200",Sports Club,Soccer,Local
Limerick,Banogue GAA,"Walkway, spectator & boundary fence, LED lights","?150,680",Sports Club,Gaelic Games,Local
Limerick,Blackrock GAA Club,Blackrock GAA Limerick - Phase II Refurbishment,"?200,000",Sports Club,Gaelic Games,Local
Limerick,Boher Community Development Association,Boher Community Court Renovation and Upgrade,"?63,538",Community Group,Multi-sport,Local
Limerick,Breska Rovers AFC,Breska Rovers Equipment Phase 1,"?17,500",Sports Club,Soccer,Local
Limerick,Broadford Community Development Limited,Broadford Sports pitch development & maintenance,"?172,665",Community Group,Community Games,Local
Limerick,Broadford United AFC,Improve club facilities/reduce carbon footprint,"?152,725",Sports Club,Soccer,Local
Limerick,Bruff GAA Club,Bruff GAA - Sports Capital Grant 2023,"?106,133",Sports Club,Gaelic Games,Local
Limerick,Bruff Pitch & Putt Club,Course & Facility Upgrade,"?20,830",Sports Club,Pitch and Putt,Local
Limerick,Bruree Rockhill Sportsfield Trust,"Ball Wall, Astro Turf, Fencing & Lighting","?200,000",Community Group,Multi-sport,Local
Limerick,Caherconlish Soccer Club,Caherconlish AFC,"?123,377",Sports Club,Soccer,Local
Limerick,Caherdavin Celtic AFC,Pitch and Equipment Development,"?137,601",Sports Club,Soccer,Local
Limerick,Caherline GAA Club,"Fencing, Walking Track, Ball Stop Net & Scoreboard","?160,900",Sports Club,Gaelic Games,Local
Limerick,Cappamore Celtic F.C,Sports & Maintenance Equipment,"?49,933",Sports Club,Soccer,Local
Limerick,Cappamore GAA Club,Cappamore GAA & Camogie Pitch & Walkway Lighting,"?200,000",Sports Club,Gaelic Games,Local
Limerick,castle rovers F.C.,Castle Rovers FC New Mower,"?9,500",Sports Club,Soccer,Local
Limerick,Castle United AFC,Pitch upgrade and maintenance equipment,"?46,800",Sports Club,Soccer,Local
Limerick,Castleconnell Boat Club,New Boat and Oars to increase female participation,"?42,389",Sports Club,Rowing,Local
Limerick,Castletown/Ballyagran GAA CLUB,Castletown Ballyagran GAA Grounds Development,"?76,380",Sports Club,Gaelic Games,Local
Limerick,Castletroy Golf Club,Solar Panels & CCTV System Installation,"?34,740",Sports Club,Golf,Local
Limerick,Catholic Institute Athletic Club,Replacement of astroturf hockey pitch,"?198,198",Sports Club,Multi-sport,Local
Limerick,Crecora GAA,Crecora Manister GAA Club Gym & Equipment,"?121,967",Sports Club,Gaelic Games,Local
Limerick,Creeves Celtic FC,Equipment Purchase,"?12,100",Sports Club,Soccer,Local
Limerick,Croagh Kilfinny Camogie Club,Croagh Kilfinny Camogie (CKC) Sports Hub (Phase 1),"?182,204",Sports Club,Camogie,Local
Limerick,Croagh/Kilfinny Hurling Club,Field & Facilities Improvements - Phase 2,"?84,737",Sports Club,Gaelic Games,Local
Limerick,Croom Family Resource Centre,Upgrade to Exercise and Wellbeing Space,"?12,301",Special Interest Group,Multi-sport,Local
Limerick,Croom GAA Club,Croom GAA Development Plan Phase 5 2023/2024,"?180,248",Sports Club,Gaelic Games,Local
Limerick,Cumann Ubhla CLG,New mower for Oola GAA Club,"?19,305",Sports Club,Gaelic Games,Local
Limerick,D�chas (Hope for People with Autism),DOCHAS Autism (ASD) Gym Extension,"?44,832",Disability Group,Multi-sport,Local
Limerick,Dromcollogher Broadford GAA Club,Drom/Broadford GAA Pitch Upgrade and Lighting.,"?200,000",Sports Club,Gaelic Games,Local
Limerick,Dromin Athlacca GAA,"Pitch Drainage, walkway and fencing","?151,361",Sports Club,Gaelic Games,Local
Limerick,Dromore United,Dromore United FC - Equipment,"?64,000",Sports Club,Soccer,Local
Limerick,Effin GAA,Upgrade to Effin GAA Facilities,"?79,558",Sports Club,Gaelic Games,Local
Limerick,Fedamore Gaa,"Hurling wall, sports pitch & equipment","?161,316",Sports Club,Gaelic Games,Local
Limerick,Feenagh AFC,Application for grant for automower,"?12,160",Sports Club,Soccer,Local
Limerick,Feohanagh/Castlemahon GAA,Renovation of Dressing Room Facilities,"?122,550",Sports Club,Gaelic Games,Local
Limerick,Foynes & District Community Council,Refurbishment of changing rooms and toilets,"?182,890",Community Group,Multi-sport,Local
Limerick,Foynes Yacht Club,Sailing School Changing Facilities Refurbishment,"?57,916",Sports Club,Sailing,Local
Limerick,Galbally GAA,2021 to 2024 Development Programme,"?72,724",Sports Club,Gaelic Games,Local
Limerick,Galbally RFC,Galbally RFC Sports equipment application,"?11,700",Sports Club,Rugby,Local
Limerick,Galbally United Footbll Club,Galbally United Facilities Upgrade,"?139,948",Sports Club,Soccer,Local
Limerick,Galtee Gaels GAA Club,Purchase of new Robitic Mower,"?13,500",Sports Club,Gaelic Games,Local
Limerick,Garryowen Football Club,Garryowen FC pitch upgrades,"?175,256",Sports Club,Rugby,Local
Limerick,Garryspillane GAA Club,Further development and upgrade of our facility,"?169,092",Sports Club,Gaelic Games,Local
Limerick,Gerald Griffins GAA Club,Gerald Griffins GAA Pitch Enhancement Project,"?70,000",Sports Club,Gaelic Games,Local
Limerick,Geraldines AFC,Community Multi Sport Artificial Facility,"?139,014",Sports Club,Soccer,Local
Limerick,Glantine Rover FC,Glantine FC - Facilitate increased playing numbers,"?25,686",Sports Club,Soccer,Local
