County,Organisation,Project Title,Amount Sought,Organisation Type ,Sport Type,Grant Category
Clare,Whitegate GAA Club,Facilities Upgrade and Astro Hall Development,"?180,000",Sports Centre,Gaelic Games,Local
Clare,Wolfe Tones na Sionna,Reduction in Electricity Usage (LED lights),"?151,642",Sports Club,Gaelic Games,Local
Cork,1st Cork Crosshaven Sea Scouts,Mobile Water Activity Base (trailer and equipment),"?24,636",Scout Group,Canoeing / Kayaking,Local
Cork,28th Cork Macroom Scout Group,Equipment replacement and expansion.,"?7,514",Scout Group,Hillwalking,Local
Cork,45th/62nd Blarney Scout Unit,Purchase of equipment for the Scout Group,"?35,624",Scout Group,Hillwalking,Local
Cork,Active Connections ltd,Ember Camp Capital Support,"?104,867",Special Interest Group,Multi-sport,Local
Cork,Aghabullogue GAA,Natural Playing Surface Development,"?150,000",Sports Club,Gaelic Games,Local
Cork,Aghabullogue NS,Aghabullogue NS & GAA & Camogie Club development,"?46,237",School (primary or second level),Multi-sport,Local
Cork,Aghada GAA Club,Facility developments & accessibility upgrades,"?200,000",Sports Club,Gaelic Games,Local
Cork,Aghinagh GAA Club,Tarmac and associated work for a jogging track,"?98,948",Sports Club,Gaelic Games,Local
Cork,All Ability Organisation CLG,West Cork Jesters,"?45,988",Sports Club,Boxing,Local
Cork,Araglen Desmonds Bu� LGFA,Development of playing pitch for club,"?49,783",Sports Club,Ladies Gaelic Football,Local
Cork,Ardfield Rathbarry Galleyflash Rowing Club,Expansion 2023,"?55,000",Sports Club,Rowing,Local
Cork,Ardfield Rathbarry Tennis Club,Upgrading of Facilities at ARTC,"?51,200",Sports Club,Tennis,Local
Cork,Argideen Rangers GAA Club,GAA Pitch Drainage & Facility Development,"?200,000",Sports Club,Gaelic Games,Local
Cork,Argideen Vale Lawn Tennis & Croquet Club,Purchase of a new Greens Mower.,"?30,890",Sports Club,Multi-sport,Local
Cork,Ashton Hockey Club,Hockey Equipment,"?27,572",Sports Club,Hockey,Local
Cork,Aultagh Celtic Football Club,Aultagh celtic FC equipment grant application,"?38,206",Sports Club,Soccer,Local
Cork,Aultagh Celtic Sports Centre,Aultagh Celtic S.C. C.L.G. equipment funding appl.,"?43,010",Sports Centre,Soccer,Local
Cork,Avondale United FC,Beaumont Park Facilities / Dressing Room Upgrade,"?200,000",Sports Club,Soccer,Local
Cork,Ballinacarriga & Lisbealad Development Co. Ltd,Installation of 2 X Retractable Posts and Netting,"?20,754",Community Group,Multi-sport,Local
Cork,Ballinascarthy GAA Club,LED Floodlights,"?200,000",Sports Club,Gaelic Games,Local
Cork,Ballincollig AFC,Mobile Dugouts for Landing Field pitches,"?20,000",Sports Club,Soccer,Local
Cork,Ballincollig Basketball Club,Team equipment for use across the club,"?7,109",Sports Club,Basketball,Local
Cork,Ballincollig GAA Club,Ballincollig GAA Club GYM.,"?200,000",Sports Club,Gaelic Games,Local
Cork,Ballincollig RFC,Construction of a New Club Gym - Phase 1,"?200,000",Sports Club,Rugby,Local
Cork,Ballineen Enniskeane Development Association B.E.D.A.,BEDA Walking / Pitch & Putt Equipment Upgrade,"?28,829",Community Group,Multi-sport,Local
Cork,Ballineen PItch & Putt Club,New greens mower,"?10,500",Sports Club,Pitch and Putt,Local
Cork,Ballinhassig AFC,Gortnaclogh Community Artificial Playing Surface,"?200,000",Sports Club,Soccer,Local
Cork,Ballinhassig GAA Club,Pitch refurb,"?80,000",Sports Club,Gaelic Games,Local
Cork,Ballinlough Tennis Club Ltd,Refurbish Tennis Courts & develop a 6th court.,"?100,000",Sports Club,Tennis,Local
Cork,Ballinora GAA Club,Ballinora GAA Pitch development,"?190,977",Sports Club,Gaelic Games,Local
Cork,Ballyboy Company,Ballyboy Company Sports Capital Grant,"?153,937",Local Sports Partnership,Community Games,Local
Cork,Ballybridge United FC,Equip to maximise player growth on limited space,"?18,440",Sports Club,Soccer,Local
Cork,Ballyclough GAA,Develop Training Pitch & Install Flood Lights,"?58,257",Sports Club,Gaelic Games,Local
Cork,Ballydesmond GAA club,Training Pitch Redevelopment Works,"?200,000",Sports Club,Gaelic Games,Local
Cork,Ballygarvan GAA Club,"BallygarvanGAA, FACILITY, RENEWABLE ENERGY UPGRADE","?180,000",Sports Club,Gaelic Games,Local
Cork,Ballygiblin GAA Club,"All-weather pitch, hurling wall & walking track","?200,000",Sports Club,Gaelic Games,Local
Cork,Ballyhea GAA Club,Synthetic Grass Sports Pitch,"?175,000",Sports Club,Gaelic Games,Local
Cork,Ballyhooly Community Sportsfield Ltd,Irrigation System,"?42,945",Sports Club,Gaelic Games,Local
Cork,Ballyphehane Community Association CLG,The Ballyphehane 'SportFit' Flooring project,"?132,765",Community Group,Multi-sport,Local
Cork,Ballyphehane GAA Club,"Equipment, Security, Solar Panel Upgrade","?47,290",Sports Club,Gaelic Games,Local
Cork,Baltimore Harbour Community Leisure Centre Ltd,Refurbishment of community run swimming pool,"?115,906",Community Group,Multi-sport,Local
Cork,Bandon Athletic Club,"Outdoor athletics track, field events & jog track","?500,000",Sports Club,Athletics,Non-Local
Cork,Bandon GAA Hurling & Football Club,Upgrade of Sports Facilities & Purchase of Gear,"?193,236",Sports Club,Gaelic Games,Local
Cork,Bandon Geriatric and Community Council,Construction of a New Community sports hall,"?200,000",Community Group,Multi-sport,Local
Cork,Bandon Golf Club,Installation of Irrigation system,"?200,000",Sports Club,Golf,Local
Cork,Bandon Rugby Club,Bandon RFC Artificial Pitch Development,"?192,201",Sports Club,Rugby,Local
Cork,Banteer Community Sportsfield Ltd,Improvements for all at Community Sports facility,"?166,175",Community Group,Multi-sport,Local
Cork,Bantry Basketball Club,Bantry Basketball Club (B.C) Sports Equipment,"?6,890",Sports Club,Basketball,Local
Cork,Bantry Bay Sailing Club,BBSC - 6 RS Quest Sailing Dinghy's,"?76,817",Sports Club,Sailing,Local
Cork,Bantry Blues GAA Club,Floodlighting our second field using Green Energy,"?75,395",Sports Club,Gaelic Games,Local
Cork,Bantry Boys Club,New Snooker/Basketball Equipment & cctv,"?51,343",Sports Centre,Basketball,Local
Cork,Bantry Park Golf Club Company Limited by Guarantee,Practice area and Electric Buggys,"?113,479",Sports Club,Golf,Local
Cork,Bantry Rowing Club,"Coastal & river quad, para & river single scull","?44,483",Sports Club,Rowing,Local
Cork,Barryroe GAA,Playing Pitch Development,"?199,480",Sports Club,Gaelic Games,Local
Cork,Beara Sports Company Limited By Guarantee,Beara Sports Hall Re-Development Project,"?475,541",Sports Centre,Community Games,Non-Local
Cork,Belgooly GAA,"Pitch Drainage, Gym Equip. & Scoreboard","?199,363",Sports Club,Gaelic Games,Local
Cork,Bere Island GAA Club,Multi Use Games Area for Bere Island,"?143,500",Sports Club,Gaelic Games,Local
Cork,Berehaven Golf & Amenity Park,Practice area & T box Sprinkler system,"?93,839",Sports Club,Golf,Local
Cork,Bishopstown Community School,PlayHerWay: Resurface Revive,"?63,500",School (primary or second level),Multi-sport,Local
Cork,Bishopstown GAA Club,Towards 2025 - Growth and Sustainability,"?107,000",Sports Club,Gaelic Games,Local
Cork,bishopstown lawn tennis club,Upgrades of 3 courts,"?200,000",Sports Club,Tennis,Local
Cork,Blackrock National Hurling Club,Erection of ball stop netting,"?25,091",Sports Club,Gaelic Games,Local
Cork,Blarney Cycling Club,Blarney Cycling Club Sports Grant Application,"?8,641",Sports Club,Cycling,Local
Cork,Blarney Golf Resort Mens Club,Upgrade Works for members for ease of access.,"?70,000",Sports Club,Golf,Local
Cork,Blarney Hurling and Football Club,Installation of an LED Floodlighting System.,"?189,760",Sports Club,Gaelic Games,Local
Cork,Blarney United Soccer Club,Club house extension and upgrade,"?200,000",Sports Club,Soccer,Local
Cork,Boher celtic FC,"Goals, maintenance, equipment, female facilities","?17,766",Sports Club,Soccer,Local
Cork,Boherbue Comprehensive School and Associated Sports Clubs,Gym Equipment for Boherbue Comprehensive School,"?47,818",School (primary or second level),Multi-sport,Local
Cork,Brian Dillons GAA,Brian Dillons Astro Turf Pitch & Hurling Wall,"?200,000",Sports Club,Gaelic Games,Local
Cork,Bride Rovers GAA,Floodlights for GAA Field,"?200,000",Sports Club,Gaelic Games,Local
Cork,Buttevant AFC,Artificial Running Track/Essential Equipment,"?177,737",Sports Club,Soccer,Local
Cork,Bweeng Community Hall and Grounds CLG,Bweeng Community Sports and Recreational Facility,"?200,000",Community Group,Athletics,Local
Cork,Bweeng National School,Bweeng All Weather Sports Facility,"?122,494",School (primary or second level),Multi-sport,Local
Cork,"Cantonlane Limited, T/A Cork City Football Club",2023 - Cork FC - equipment 2024,"?69,500",Sports Club,Soccer,Non-Local
Cork,Carraig na bhFear Athletic Club,"Gym Equipment, High Jump and Eco Line Marker","?28,636",Sports Club,Athletics,Local
Cork,Carraig na bhFear Community council,Solar Showers. Replace broken windows and fence.,"?32,582",Community Group,Swimming,Local
Cork,Carrigaline Badminton Club,Upgrade of flooring and equipment,"?63,622",Sports Club,Badminton,Local
Cork,Carrigaline GAA Club,LED Lighting&Natural playing surface development,"?200,000",Sports Club,Gaelic Games,Local
Cork,Carrigaline Rugby and Athletics Partnership Company Limited,New running track and grass surface playing pitch,"?500,000",Sports Centre,Athletics,Non-Local
Cork,Carrigaline United AFC,Redevelopment of Ballea Park,"?200,000",Sports Club,Soccer,Local
Cork,Carrigtwohill GAA Club,PV Solar Panels,"?22,500",Sports Club,Gaelic Games,Local
Cork,Carrigtwohill United CLG,Development of 4G playing surface,"?200,000",Sports Club,Soccer,Local
Cork,Casement Park Management CLG,Cork Women's and Schoolgirls Soccer centre,"?500,000",Sports Centre,Soccer,Non-Local
Cork,Castlehaven GAA Club,"Redevelopment of Union Hall pitch, Castlehaven GAA","?120,391",Sports Club,Gaelic Games,Local
Cork,Castlelack FC,Pitch development and equipment,"?120,000",Sports Club,Soccer,Local
Cork,Castlelyons Camogie Club,Sports Equipment,"?31,000",Sports Club,Camogie,Local
Cork,Castlelyons GAA Club,Artificial sports pitch,"?200,000",Sports Club,Gaelic Games,Local
Cork,Castlemagner GAA Field Development,Astroturf Pitch construction,"?200,000",Sports Club,Gaelic Games,Local
Cork,Castletown Celtic FC,Robotic mower to maintain club grounds and pitch.,"?30,319",Sports Club,Multi-sport,Local
Cork,Castletownbere GAA,"Skills Wall, All Weather Pitch etc","?178,614",Sports Club,Gaelic Games,Local
Cork,Castletownbere Rowing Club,Castletownbere Rowing Club (CTBRC) expansion,"?200,000",Sports Club,Rowing,Local
Cork,Castletownroche G.A.A. Club,Castletownroche G.A.A Grass Mower and Scoreboard,"?40,000",Sports Club,Gaelic Games,Local
Cork,Castletownshend Rowing Club,"Gym Equipment, boats, oars, equipment","?1,990",Sports Club,Rowing,Local
Cork,Charleville AFC,Equipment FAI One Star Application,"?27,000",Sports Club,Soccer,Local
Cork,Charleville Golf Club,Charleville Grounds / Dressing room application,"?194,811",Sports Club,Golf,Local
Cork,Charleville RFC,Floodlighting for Match and Training Pitches,"?183,654",Sports Club,Rugby,Local
Cork,Churchvilla FC,"Upgrade facilities, drainage, mower, equipment","?77,087",Sports Club,Soccer,Local
Cork,Clann na nGael GAA Club [CORK],Essential Equipment for Clann na nGael GAA Club,"?7,500",Sports Club,Gaelic Games,Local
Cork,Claycastle Pitch and Putt Club,Equipment upgrade @ Claycastle Pitch and Putt Club,"?29,987",Sports Club,Pitch and Putt,Local
Cork,Clogheen / Kerry Pike Community Association,"Clogheen Kerry Pike Pavillion, Ballycannon Park","?200,000",Sports Club,Tennis,Local
Cork,Clonakilty AFC,New equipment for a rapidly growing soccer club,"?25,460",Sports Club,Soccer,Local
Cork,Clonakilty Community Sports Association,Upgrading of lights on pitch & courts to LED,"?123,029",Community Group,Community Games,Local
Cork,Clonakilty GAA Club,Clonakilty GAAClub Future Proofing&Refurbishment,"?115,442",Sports Club,Gaelic Games,Local
Cork,CLONAKILTY GOLF CLUB,Clonakilty Golf Club Equipment & Improvements,"?50,000",Sports Club,Golf,Local
Cork,Clondrohid Community Recreational Facilities,Replacing the carpet in the Astro Pitch,"?114,500",Community Group,Community Games,Local
Cork,Cloyne Hurling & Football Club,All weather pitch lighting walkway fence & carpark,"?200,000",Sports Club,Gaelic Games,Local
Cork,Coachford AFC,Astro turf training facility,"?200,000",Sports Club,Soccer,Local
Cork,Cobh (Great Island) Community Centre,"Solar panels, flooring and sports equipment.","?46,706",Community Group,Badminton,Local
Cork,Cobh Golf Club,Sprayer/Solar P.V/Course Upgrades,"?141,729",Sports Club,Golf,Local
Cork,College Corinthians AFC Limited,Full Size Grass Pitch,"?188,657",Sports Club,Soccer,Local
Cork,Collins Pitch and Putt Club,Supply & Installation of Steeltech storage garage,"?9,350",Sports Club,Pitch and Putt,Local
Cork,Cork Admirals American Football Club,Equipment Grant to support youth participation,"?9,714",Sports Club,American Football,Local
Cork,Cork Boat Club,Rowing boats and training equipment,"?70,000",Sports Club,Rowing,Local
Cork,Cork City Archery Club,Equipment Request for stands and bows.,"?7,418",Sports Club,Archery,Local
Cork,CORK CITY COUNCIL,"2023 Replace pitches, floodlights and rebound boards","?125,000",Local Authority - Town Council - Borough Council,Multi-sport,Local
Cork,CORK CITY COUNCIL,2023 Replacement of 8 astroturf pitches,"?90,000",Local Authority - Town Council - Borough Council,Multi-sport,Local
Cork,Cork Colleges Camogie Council,Camogie Ball Wall,"?71,307",Sports Club,Camogie,Local
Cork,Cork Constitution FC,Expand and upgrade rugby facilities,"?499,999",Sports Club,Rugby,Non-Local
Cork,CORK COUNTY COUNCIL,Mallow Municipal Swimming Pool Upgrade,"?500,000",Local Authority - Town Council - Borough Council,Multi-sport,Non-Local
Cork,CORK COUNTY COUNCIL,2023 Macroom Skate Park,"?87,500",Local Authority - Town Council - Borough Council,Multi-sport,Local
Cork,Cork County Cricket Club,Cricket Wicket Roller,"?17,693",Sports Club,Cricket,Local
Cork,Cork Education and Training Board,Cork College of FET Mallow - Equipment Grant,"?28,089",Education & Training Board,Multi-sport,Local
Cork,Cork Education and Training Board,2023 St. Colman's CC - Astro Turf Pitch,"?56,000",Education & Training Board,Multi-sport,Local
Cork,Cork Figure Skating Association,Roller rink floor for inline figure skating club,"?70,000",Sports Club,Multi-sport,Local
Cork,Cork Harlequins Club,Pitch replacement,"?387,431",Sports Club,Hockey,Non-Local
Cork,Cork Hellhounds RFC,Rugby Training Equipment,"?3,000",Sports Club,Rugby,Local
Cork,Cork Institute of Technology,Track Equipment Refurbishment,"?84,000",Third level college,Athletics,Local
Cork,Cork Triathlon Club,"Radios, shelters and signage","?4,233",Sports Club,Triathlon,Local
Cork,Cork Wanderers Hockey Club,Cork Wanderers Hockey Club,"?4,054",Sports Club,Hockey,Local
Cork,Cork Wolfpack,To provide Sport & Maintenance Equipment,"?10,822",Sports Club,Ice Hockey,Local
Cork,Cork Womens and Schoolgirls Soccer League,Increasing female particpation in Soccer in Cork,"?40,052",Sports Club,Soccer,Local
Cork,Corkbeg AFC,Corkbeg AFC - Sports Capital Grant Application,"?50,000",Sports Club,Soccer,Local
Cork,Courcey Rovers GAA Club,Pitch capacity expansion-support increased members,"?200,000",Sports Club,Gaelic Games,Local
Cork,Courtbrack Community Association Ltd,Purchase of Sports Equipment,"?3,831",Community Group,Multi-sport,Local
Cork,Courtmacsherry Rowing Club Ltd,Courtmacsherry RC Clubhouse Phase 4 - Final Phase,"?170,800",Sports Club,Rowing,Local
Cork,Cove Sailing Club,Boats for Cove Sailing Club,"?36,864",Sports Club,Sailing,Local
Cork,Crosshaven AFC,Security fencing and ball-stopping nets,"?67,838",Sports Club,Soccer,Local
Cork,Crosshaven Tennis Club,Court disability access & widening Phase 2,"?188,250",Sports Club,Tennis,Local
Cork,Cumann na Daoine,Indoor BowlsYogaStorage,"?8,827",Community Group,Bowls,Local
Cork,Cumann Peile beal Athan ghaorthaidh,Development of Club Fitness Facility,"?200,000",Sports Club,Gaelic Games,Local
Cork,Darrara Muintir na Tire Community Council Ltd,Gym Equipment Replacement,"?6,651",Community Group,Rowing,Local
Cork,Delanys Rovers Football & Hurling Club,Upgrade Floodlighting on one pitch to LED lights,"?50,455",Sports Club,Gaelic Games,Local
Cork,Diarmuid O Mathuna GAA Club,"Pitch Drainage, sanding, Mower and Equipment","?68,651",Sports Club,Gaelic Games,Local
Cork,Doheny GAA Club,Communal Walkway & Ride on Lawnmower,"?146,332",Sports Club,Gaelic Games,Local
Cork,Dolphin RFC,Upgrade and Repair of Toilets and Showers,"?200,000",Sports Club,Rugby,Local
Cork,Doneraile Golf Club,Doneraile Golf Irrigation and Equipment,"?135,544",Sports Club,Golf,Local
Cork,Donoughmore Basketball Club,Donoughmore Basketball Club Equipment,"?4,529",Sports Club,Basketball,Local
Cork,Donoughmore Community Centre Ltd,Upgrade of lighting at community sports facilities,"?81,290",Community Group,Multi-sport,Local
Cork,Donoughmore Hurling & Football Club,No.1 Pitch drainage and surface improvement.,"?26,912",Sports Club,Gaelic Games,Local
Cork,Donoughmore Ladies Football Club,Community Pitch & Sports equipment development,"?17,743",Sports Club,Gaelic Games,Local
Cork,Douglas Community School Indoor Bowls Club,New Bowling Equipment,"?4,997",Sports Club,Bowls,Local
Cork,Douglas Gymnastics Club,Gymnastics Equipment to enhance programs,"?40,000",Sports Club,Gymnastics,Local
Cork,Douglas Hurling & Football Club,New GAA Pitch & Floodlights,"?190,610",Sports Club,Gaelic Games,Local
Cork,Douglas Ladies Gaelic Football Club,Funding for non-personal SPORTS equipment.,"?22,312",Sports Club,Ladies Gaelic Football,Local
Cork,Douglas Lawn Tennis Club,Padel courts,"?100,000",Sports Club,Tennis,Local
Cork,Drinagh Rangers FC,Drinagh Rangers AFC Astroturf Project,"?200,000",Sports Club,Soccer,Local
Cork,Dripsey GAA Club,Dressing Room Facilities/Phase 2 Perimeter Fencing,"?200,000",Sports Club,Gaelic Games,Local
Cork,Dromtariffe Community Club,Sports equipment and safety,"?1,921",Community Group,Multi-sport,Local
Cork,Dromtarriffe GAA Club,Dromtarriffe GAA LED Lighting Grant Application,"?168,170",Sports Club,Gaelic Games,Local
